node_id;cores
UCBHGGBTEmPmeYQk4nn1ikSg;[0]
UCDwtF7uhKSVpu8Db57nJyDw;[0]
UCiMT2id3CcPDeCBhc9w4Wng;[0]
UCepL3ICx2ezqe4JnUliGQaQ;[0]
UCRSqICmeHCPC6tsoUmzzgJg;[0]
UCbOBqTJRoxyuW4x6NcoxLKQ;[]
UCfismY0GGKqOxnFZXoirhVg;[0]
UCobwxOQWuzyxjx6eM5NP_Cg;[]
