node_id;cores
UCn3AjP-F4rsXc6IOaGjbolw;[0]
UCuTor_txjodY4Spc0doiOlA;[0]
UC58xG7K1NXD6CeBXyAyg3zQ;[0]
UCO1RvHJngsVzYt9gs53mFMA;[0]
UCqOpk1kJJQoZ48uOSfnPkZQ;[0]
UCeQ30NJUlXR2uAkJ3X6IPSA;[0]
UCR5OM4QlnrjHGd012T9HnzQ;[0]
UCh73J4aMCvyn1hEdkUcpJkg;[0]
UCVAz-tLiWx8RHfWUVj3e3Gw;[0]
UCmeldad8NNwnVDQDgYCPPrQ;[]
